id,name,slug,searchName,categoryId,categoryName,sortOrder,isActive
sgos6j50CA2LeLkwVsfm,Front Shock Absorber Struts,front-shock-absorber-struts,frontshockabsorberstruts,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,1,true
DIN4rvqiVwnRAXLfl3VD,Rear Shock Absorbers,rear-shock-absorbers,rearshockabsorbers,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,2,true
ajolanWGek92ujNmnQ4m,Strut Top Mounts & Bearings,strut-top-mounts-bearings,struttopmountsbearings,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,3,true
SsOfank60BgSPkGTFjQs,Front Coil Springs,front-coil-springs,frontcoilsprings,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,4,true
2TOlwEpwht0S8Mu5duRf,Rear Coil Springs,rear-coil-springs,rearcoilsprings,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,5,true
J0WecZrKndVezlJe9LNA,Rear Leaf Spring Assembly & Bushes,rear-leaf-spring-assembly-bushes,rearleafspringassemblybushes,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,6,true
djNC2gA8eJC1td1HOm4q,Front Lower Control Arm (Wishbone),front-lower-control-arm-wishbone,frontlowercontrolarmwishbone,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,7,true
cuQIOGpJKtE5Gh2da2C5,Upper Control Arms,upper-control-arms,uppercontrolarms,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,8,true
bFj4tRksh3yXc0QPabN6,Control Arm Rubber Bushes,control-arm-rubber-bushes,controlarmrubberbushes,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,9,true
VPM6nE6yZPsQ4aANZSVE,Lower Suspension Ball Joints,lower-suspension-ball-joints,lowersuspensionballjoints,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,10,true
DHmcTSCaK9znQODnH6xr,Stabilizer / Sway Bar Link Rods,stabilizer-sway-bar-link-rods,stabilizerswaybarlinkrods,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,11,true
9Cbx31JnwDosGehRxfCs,Stabilizer Bar D-Bushes,stabilizer-bar-d-bushes,stabilizerbardbushes,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,12,true
f5zU4vjc3HW9yd8H92iO,Front Subframe / Crossmember,front-subframe-crossmember,frontsubframecrossmember,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,13,true
PXwItDfhCsS8S4MhpP40,Torsion Bars & Bump Stops,torsion-bars-bump-stops,torsionbarsbumpstops,PpqM7pX6VjfciZbFh9X6,Suspension & Arms,14,true
Wyc4t4MRsiu7m0gKwC8U,Steering Rack & Pinion Assembly,steering-rack-pinion-assembly,steeringrackpinionassembly,sAx2cVnxekOns9CR1TXr,Steering System,1,true
tpCfSnG3v0vhPubz581b,Steering Outer Tie Rod Ends,steering-outer-tie-rod-ends,steeringoutertierodends,sAx2cVnxekOns9CR1TXr,Steering System,2,true
8RM9gRSiKVPATcozzj9b,Steering Inner Rack Ends / Axial Rods,steering-inner-rack-ends-axial-rods,steeringinnerrackendsaxialrods,sAx2cVnxekOns9CR1TXr,Steering System,3,true
FmJPZx5RZJwiAST6x0mA,Steering Rack Rubber Bellows / Boots,steering-rack-rubber-bellows-boots,steeringrackrubberbellowsboots,sAx2cVnxekOns9CR1TXr,Steering System,4,true
pFtiV3ho6rXmfG6caSqg,Electric Power Steering (EPS) Column & Motor,electric-power-steering-eps-column-motor,electricpowersteeringepscolumnmotor,sAx2cVnxekOns9CR1TXr,Steering System,5,true
OnhQATw7FamJbQyrRnAU,Hydraulic Power Steering Pump,hydraulic-power-steering-pump,hydraulicpowersteeringpump,sAx2cVnxekOns9CR1TXr,Steering System,6,true
lWzIhff7E7UL5nAVkk51,Power Steering Fluid Reservoir & Pipes,power-steering-fluid-reservoir-pipes,powersteeringfluidreservoirpipes,sAx2cVnxekOns9CR1TXr,Steering System,7,true
QtOhkW0kLARYQWM9mN5q,Steering Intermediate Shaft & U-Joint,steering-intermediate-shaft-u-joint,steeringintermediateshaftujoint,sAx2cVnxekOns9CR1TXr,Steering System,8,true
ZALoiE9JMApd7FiJKz9v,Steering Knuckle / Wheel Spindle,steering-knuckle-wheel-spindle,steeringknucklewheelspindle,sAx2cVnxekOns9CR1TXr,Steering System,9,true
fvbOieRtoFIz2nmPcpt8,Engine Radiator,engine-radiator,engineradiator,0P4B0ID1IbQxBPxhNKHJ,Cooling System,1,true
bU0Lth8db9Ju8MaTcx5W,Radiator Pressure Cap,radiator-pressure-cap,radiatorpressurecap,0P4B0ID1IbQxBPxhNKHJ,Cooling System,2,true
2qQuT80z1JNBU9N9q9JR,Radiator Cooling Fan & Motor Assembly,radiator-cooling-fan-motor-assembly,radiatorcoolingfanmotorassembly,0P4B0ID1IbQxBPxhNKHJ,Cooling System,3,true
r7g3WLCcJGnLQqZ2eQmT,Radiator Upper & Lower Rubber Hoses,radiator-upper-lower-rubber-hoses,radiatorupperlowerrubberhoses,0P4B0ID1IbQxBPxhNKHJ,Cooling System,4,true
QNx0oH0dfkGZ1mNyRikX,Engine Water Pump,engine-water-pump,enginewaterpump,0P4B0ID1IbQxBPxhNKHJ,Cooling System,5,true
Tqt5g9EzsaEWKqo4GtoC,Thermostat Valve & Housing Assembly,thermostat-valve-housing-assembly,thermostatvalvehousingassembly,0P4B0ID1IbQxBPxhNKHJ,Cooling System,6,true
tecVqW89uAdvakmLhLzb,Coolant Expansion Reservoir Tank & Cap,coolant-expansion-reservoir-tank-cap,coolantexpansionreservoirtankcap,0P4B0ID1IbQxBPxhNKHJ,Cooling System,7,true
B34QmMgn8GXOO2FSr8JY,Engine Oil Cooler,engine-oil-cooler,engineoilcooler,0P4B0ID1IbQxBPxhNKHJ,Cooling System,8,true
IdqmDkXSMd1jD3BIK50R,Heater Core Hoses & Connectors,heater-core-hoses-connectors,heatercorehosesconnectors,0P4B0ID1IbQxBPxhNKHJ,Cooling System,9,true
1rK6JcBtm2f0AbomVZGn,AC Compressor & Magnetic Clutch,ac-compressor-magnetic-clutch,accompressormagneticclutch,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,1,true
gDTa9d7novTlPv6Q0ZgR,AC Condenser & Receiver Drier,ac-condenser-receiver-drier,accondenserreceiverdrier,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,2,true
gAtDH5xn6u4qQjwmyhPB,AC Cooling Coil / Evaporator Core,ac-cooling-coil-evaporator-core,accoolingcoilevaporatorcore,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,3,true
Wf4M2K81PCpDrUIREv0K,AC Expansion Valve,ac-expansion-valve,acexpansionvalve,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,4,true
MdGDcffmZznvhCPfjXSd,Cabin Heater Core / Matrix,cabin-heater-core-matrix,cabinheatercorematrix,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,5,true
j6IGyhwIkssjZwCDelHU,AC Cabin Blower Motor Assembly,ac-cabin-blower-motor-assembly,accabinblowermotorassembly,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,6,true
nJZ4BdwXEpYibxeUUZ7Q,AC Blower Resistor / Regulator,ac-blower-resistor-regulator,acblowerresistorregulator,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,7,true
gpfS7Pp2YiwaYUvCpo4W,AC High & Low Pressure Lines / Hoses,ac-high-low-pressure-lines-hoses,achighlowpressurelineshoses,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,8,true
hRLvv42Y1aynhNP8eZOw,AC Pressure Sensor Switch,ac-pressure-sensor-switch,acpressuresensorswitch,rmdsd4ocQZG3FnIkUh3Q,Air Conditioning & Climate,9,true
BNYMG3LM6tjeIlBAeLgt,Electric In-Tank Fuel Pump Assembly,electric-in-tank-fuel-pump-assembly,electricintankfuelpumpassembly,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,1,true
kdaDNYQjZlyPZnHDg61V,Fuel Level Sender Unit & Float,fuel-level-sender-unit-float,fuellevelsenderunitfloat,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,2,true
uRY4RSxqeYo3BxJSAIIe,Fuel Injectors (Petrol / CRDi Diesel),fuel-injectors-petrol-crdi-diesel,fuelinjectorspetrolcrdidiesel,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,3,true
BWBQxCwXWt88ilPirIvo,High Pressure Fuel Pump (CRDi / GDi),high-pressure-fuel-pump-crdi-gdi,highpressurefuelpumpcrdigdi,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,4,true
8u1URLbbSreFPFXTHeVe,Common Fuel Rail,common-fuel-rail,commonfuelrail,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,5,true
sTyVOAxC0KuGFYCcltBm,Fuel Pressure Regulator Valve,fuel-pressure-regulator-valve,fuelpressureregulatorvalve,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,6,true
lCSViIEpixBAhqFYty52,Electronic Throttle Body,electronic-throttle-body,electronicthrottlebody,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,7,true
xsTwD6VtMjwBFsGwtr8B,Accelerator Pedal Sensor / Cable,accelerator-pedal-sensor-cable,acceleratorpedalsensorcable,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,8,true
qCAqsP2uR10U2C90nE6n,Fuel Tank Filler Neck & Cap,fuel-tank-filler-neck-cap,fueltankfillerneckcap,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,9,true
p2f01B3rDyS3akqlqKCn,Fuel Evaporative (EVAP) Purge Valve,fuel-evaporative-evap-purge-valve,fuelevaporativeevappurgevalve,Syi1kl1VnI3lCnSksKrB,Fuel Supply System,10,true
2eHS6wr80zYBcz044hC9,Starter Motor Assembly,starter-motor-assembly,startermotorassembly,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",1,true
9bdhOXMosDptJJ7KoelH,Alternator / Generator,alternator-generator,alternatorgenerator,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",2,true
wJNH33VURaV9lCcGSMfT,Starter Motor Solenoid Switch,starter-motor-solenoid-switch,startermotorsolenoidswitch,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",3,true
MkBza8zQgoe3Abu4tPxA,Alternator Voltage Regulator & Rectifier,alternator-voltage-regulator-rectifier,alternatorvoltageregulatorrectifier,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",4,true
WsdcqyXdm5bb6vwcHh7O,Automotive Battery,automotive-battery,automotivebattery,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",5,true
j8iRABN3edj2J4pAZhcW,Battery Terminals & Battery Tray,battery-terminals-battery-tray,batteryterminalsbatterytray,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",6,true
BU93E0eZ2ZluJh8Yv5yL,Ignition Spark Plugs,ignition-spark-plugs,ignitionsparkplugs,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",7,true
Enxmcs7wUPi0AHcJg90M,Diesel Glow Plugs,diesel-glow-plugs,dieselglowplugs,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",8,true
AV2xBfur5HHS97X2cEva,Ignition Coils / Coil-on-Plug (COP),ignition-coils-coil-on-plug-cop,ignitioncoilscoilonplugcop,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",9,true
x4uZa8EoE4vn747Tpk83,HT Ignition Wires / Spark Plug Cables,ht-ignition-wires-spark-plug-cables,htignitionwiressparkplugcables,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",10,true
ZZlsqj8jgSCuiMlWjjAU,Vehicle Electric Horns (Dual Tone / Trumpet),vehicle-electric-horns-dual-tone-trumpet,vehicleelectrichornsdualtonetrumpet,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",11,true
hLHGc54tXYrD3bX9ESoi,Clock Spring / Spiral Cable,clock-spring-spiral-cable,clockspringspiralcable,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",12,true
NeSF7O8x40eaWzQLUAbf,Combination Stalk Switch (Light / Wiper),combination-stalk-switch-light-wiper,combinationstalkswitchlightwiper,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",13,true
iQHgCGahSrUGhrsIVV4h,Main Engine Fuse Box & Relays,main-engine-fuse-box-relays,mainenginefuseboxrelays,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",14,true
XfqCsyXDjmOFDYF5FCR4,Alternator Freewheel OAP Pulley,alternator-freewheel-oap-pulley,alternatorfreewheeloappulley,WMbSFQKbhwLqgyuX5WbK,"Electrical, Battery & Ignition",15,true
pi7UW4hVKzEh58BkDRS0,Oxygen (O2) Sensor (Upstream / Downstream),oxygen-o2-sensor-upstream-downstream,oxygeno2sensorupstreamdownstream,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",1,true
HDUSCi7za45inAhk8lN1,Mass Air Flow (MAF) Sensor,mass-air-flow-maf-sensor,massairflowmafsensor,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",2,true
n7BAxr0O7mjFXtUcIgUt,Manifold Absolute Pressure (MAP) Sensor,manifold-absolute-pressure-map-sensor,manifoldabsolutepressuremapsensor,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",3,true
WIodCwwrASzRbQb5Vq3u,Crankshaft Position (CKP) Sensor,crankshaft-position-ckp-sensor,crankshaftpositionckpsensor,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",4,true
ErzxtjATbzq3QUul8acn,Camshaft Position (CMP) Sensor,camshaft-position-cmp-sensor,camshaftpositioncmpsensor,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",5,true
jZHuGi4hxJ9bhJOytKf5,Engine Coolant Temperature (ECT) Sensor,engine-coolant-temperature-ect-sensor,enginecoolanttemperatureectsensor,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",6,true
jWhPoDOSUN1nmXLGQxY7,Engine Oil Pressure Warning Switch,engine-oil-pressure-warning-switch,engineoilpressurewarningswitch,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",7,true
iQa1TWzLwA7xeVlVHrrT,Engine Knock Sensor,engine-knock-sensor,engineknocksensor,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",8,true
fBxoMVe3PXriqubX2hEb,Throttle Position Sensor (TPS),throttle-position-sensor-tps,throttlepositionsensortps,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",9,true
s9pnGUxHWMCdXDUZXosE,Reverse Parking Sensors & Module,reverse-parking-sensors-module,reverseparkingsensorsmodule,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",10,true
rpNVwsb0AwptbgQZ600G,Tyre Pressure Monitoring (TPMS) Sensors,tyre-pressure-monitoring-tpms-sensors,tyrepressuremonitoringtpmssensors,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",11,true
sEoMJDqWaw5qPo39lPTl,Engine Control Unit (ECU / ECM),engine-control-unit-ecu-ecm,enginecontrolunitecuecm,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",12,true
UCx7wQQNtbwopxdnwYOB,Body Control Module (BCM),body-control-module-bcm,bodycontrolmodulebcm,UQs7279mKaFlN9jsmFXq,"Sensors, Relays & ECUs",13,true
RSAPrKMo5Mgj1MHVu3dN,Exhaust Manifold,exhaust-manifold,exhaustmanifold,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,1,true
2jntBTJc6fmYnJN025yb,Exhaust Downpipe & Flex Pipe,exhaust-downpipe-flex-pipe,exhaustdownpipeflexpipe,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,2,true
wcYEcRKycGcWvJTo54nB,Catalytic Converter Assembly,catalytic-converter-assembly,catalyticconverterassembly,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,3,true
p4RfciTK6GqhbAFVENkJ,Diesel Particulate Filter (DPF / Catalyser),diesel-particulate-filter-dpf-catalyser,dieselparticulatefilterdpfcatalyser,7As44xhH9gGEL0fp8gU5,Exhaust & Emission System,4,true
